ticker,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4,2021q1,2021q2
DBW,61.0,52.0,72.0,75.0,77.0,63.0,86.0,48.0,81.0,77.0,72.0,46.0,89.0
DLG,31.0,33.0,24.0,26.0,32.0,30.0,31.0,20.0,14.0,0.0,16.0,10.0,17.0
DNA,76.0,48.0,73.0,84.0,93.0,82.0,79.0,82.0,94.0,83.0,65.0,73.0,97.0
DNH,100.0,100.0,100.0,100.0,80.0,100.0,84.0,47.0,95.0,90.0,76.0,49.0,100.0
DNN,100.0,100.0,94.0,100.0,100.0,100.0,93.0,100.0,76.0,68.0,50.0,37.0,49.0
DNW,25.0,27.0,19.0,27.0,33.0,31.0,38.0,41.0,42.0,53.0,32.0,40.0,96.0
DRL,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
DWS,32.0,,,10.0,18.0,15.0,14.0,18.0,19.0,3.0,6.0,,15.0
EIC,72.0,75.0,69.0,89.0,46.0,77.0,52.0,91.0,48.0,100.0,100.0,89.0,81.0
GDW,,,76.0,100.0,95.0,90.0,91.0,94.0,89.0,89.0,96.0,92.0,97.0
GEG,61.0,81.0,65.0,39.0,35.0,36.0,37.0,40.0,41.0,47.0,44.0,34.0,27.0
GHC,100.0,100.0,78.0,48.0,42.0,42.0,37.0,49.0,44.0,65.0,60.0,42.0,48.0
GLW,70.0,77.0,88.0,82.0,91.0,48.0,48.0,81.0,89.0,76.0,86.0,89.0,100.0
GSM,30.0,83.0,20.0,26.0,22.0,49.0,92.0,47.0,38.0,60.0,70.0,47.0,39.0
HDW,37.0,44.0,19.0,34.0,34.0,42.0,34.0,37.0,36.0,51.0,35.0,35.0,38.0
HGW,37.0,39.0,51.0,49.0,35.0,40.0,46.0,45.0,44.0,45.0,46.0,40.0,37.0
HJS,50.0,73.0,67.0,77.0,81.0,47.0,48.0,49.0,93.0,79.0,93.0,84.0,100.0
HNA,38.0,76.0,52.0,39.0,35.0,67.0,33.0,30.0,34.0,62.0,58.0,42.0,41.0
HND,62.0,44.0,69.0,73.0,88.0,75.0,94.0,79.0,100.0,80.0,90.0,49.0,80.0
HPD,37.0,91.0,,38.0,,,,,,,,,
HPW,43.0,44.0,54.0,38.0,38.0,37.0,37.0,29.0,28.0,60.0,53.0,41.0,42.0
HTW,27.0,30.0,15.0,14.0,26.0,25.0,23.0,25.0,21.0,69.0,39.0,40.0,46.0
HWS,46.0,44.0,33.0,30.0,38.0,38.0,32.0,31.0,35.0,53.0,20.0,22.0,26.0
IDC,47.0,50.0,56.0,45.0,38.0,43.0,41.0,37.0,36.0,57.0,48.0,37.0,46.0
IPA,33.0,53.0,46.0,29.0,42.0,47.0,43.0,34.0,43.0,76.0,49.0,36.0,100.0
ISH,44.0,71.0,49.0,34.0,37.0,80.0,82.0,38.0,39.0,67.0,53.0,,47.0
KHP,79.0,74.0,68.0,47.0,43.0,100.0,81.0,76.0,41.0,53.0,100.0,44.0,45.0
KHW,40.0,40.0,48.0,41.0,42.0,45.0,45.0,46.0,42.0,62.0,51.0,35.0,34.0
LAW,93.0,79.0,48.0,82.0,78.0,85.0,35.0,34.0,41.0,33.0,45.0,,33.0
LCW,76.0,87.0,69.0,46.0,48.0,65.0,80.0,45.0,48.0,70.0,71.0,42.0,76.0
LWS,47.0,49.0,55.0,45.0,47.0,80.0,43.0,45.0,42.0,65.0,61.0,43.0,46.0
NAW,27.0,23.0,19.0,25.0,28.0,35.0,30.0,,,,8.0,,
NBP,100.0,79.0,100.0,74.0,80.0,55.0,82.0,47.0,95.0,75.0,100.0,83.0,88.0
NBT,61.0,60.0,78.0,86.0,88.0,78.0,85.0,100.0,48.0,76.0,70.0,44.0,45.0
NBW,87.0,76.0,100.0,77.0,93.0,89.0,99.0,95.0,93.0,96.0,97.0,100.0,100.0
NDW,,,,36.0,41.0,79.0,,83.0,81.0,81.0,81.0,49.0,61.0
NED,18.0,38.0,3.0,13.0,15.0,29.0,16.0,7.0,48.0,31.0,15.0,71.0,10.0
NNB,19.0,13.0,15.0,33.0,29.0,35.0,25.0,26.0,30.0,21.0,5.0,0.0,0.0
NQB,42.0,45.0,39.0,38.0,37.0,40.0,37.0,36.0,35.0,35.0,22.0,31.0,42.0
NQN,41.0,39.0,50.0,39.0,27.0,28.0,39.0,33.0,35.0,47.0,40.0,29.0,
NQT,44.0,37.0,44.0,42.0,48.0,40.0,44.0,43.0,49.0,60.0,61.0,49.0,81.0
NS2,63.0,61.0,69.0,49.0,46.0,46.0,47.0,43.0,45.0,65.0,59.0,39.0,44.0
NT2,60.0,49.0,65.0,77.0,83.0,76.0,85.0,77.0,95.0,73.0,87.0,90.0,89.0
PGV,37.0,35.0,31.0,36.0,37.0,35.0,39.0,34.0,40.0,50.0,43.0,37.0,38.0
PMG,38.0,40.0,56.0,37.0,32.0,39.0,32.0,33.0,20.0,25.0,39.0,38.0,31.0
PMW,100.0,100.0,98.0,96.0,100.0,99.0,100.0,100.0,95.0,100.0,93.0,94.0,88.0
POW,40.0,38.0,41.0,41.0,41.0,40.0,39.0,48.0,42.0,66.0,79.0,49.0,51.0
PPC,100.0,89.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
PVB,100.0,100.0,93.0,67.0,47.0,44.0,100.0,100.0,99.0,94.0,,44.0,36.0
PWS,87.0,94.0,83.0,84.0,86.0,85.0,77.0,53.0,75.0,69.0,67.0,48.0,76.0
QNW,55.0,40.0,52.0,43.0,44.0,39.0,36.0,35.0,38.0,53.0,63.0,72.0,96.0
QPH,92.0,87.0,98.0,100.0,79.0,49.0,89.0,87.0,87.0,80.0,100.0,100.0,100.0
QTP,63.0,30.0,72.0,75.0,77.0,44.0,84.0,75.0,48.0,64.0,95.0,77.0,85.0
S4A,36.0,77.0,63.0,27.0,38.0,53.0,46.0,27.0,36.0,45.0,82.0,38.0,43.0
SBH,90.0,100.0,100.0,100.0,94.0,100.0,100.0,100.0,92.0,100.0,100.0,100.0,100.0
SBM,68.0,49.0,66.0,81.0,46.0,36.0,37.0,42.0,50.0,68.0,67.0,49.0,53.0
SEB,88.0,14.0,100.0,90.0,88.0,25.0,82.0,99.0,47.0,24.0,95.0,100.0,100.0
SHP,42.0,84.0,73.0,36.0,36.0,89.0,87.0,41.0,37.0,43.0,68.0,36.0,45.0
SJD,70.0,84.0,71.0,94.0,43.0,93.0,93.0,75.0,46.0,73.0,67.0,43.0,83.0
SP2,27.0,40.0,27.0,31.0,27.0,41.0,30.0,28.0,53.0,67.0,26.0,27.0,33.0
SVH,18.0,0.0,33.0,28.0,25.0,1.0,38.0,41.0,28.0,7.0,38.0,41.0,27.0
TBC,100.0,100.0,100.0,100.0,100.0,100.0,40.0,47.0,94.0,100.0,97.0,92.0,98.0
TDM,64.0,64.0,97.0,76.0,49.0,83.0,90.0,49.0,75.0,66.0,61.0,81.0,93.0
TDW,74.0,72.0,72.0,83.0,48.0,64.0,76.0,93.0,81.0,84.0,97.0,100.0,82.0
THN,24.0,30.0,21.0,14.0,22.0,28.0,27.0,34.0,34.0,46.0,64.0,38.0,31.0
TMP,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0
TNW,26.0,31.0,11.0,26.0,27.0,28.0,25.0,12.0,18.0,0.0,0.0,0.0,1.0
TTA,,,,,,,,,,68.0,48.0,,43.0
TTE,27.0,27.0,33.0,34.0,33.0,0.0,36.0,29.0,15.0,4.0,20.0,31.0,28.0
TVW,18.0,19.0,17.0,32.0,28.0,24.0,34.0,38.0,31.0,35.0,21.0,28.0,31.0
UIC,100.0,100.0,100.0,99.0,100.0,100.0,100.0,100.0,99.0,100.0,93.0,100.0,100.0
VAV,39.0,82.0,96.0,55.0,46.0,59.0,41.0,36.0,42.0,64.0,53.0,,43.0
VCP,39.0,42.0,78.0,68.0,76.0,44.0,46.0,33.0,7.0,15.0,37.0,36.0,28.0
VCW,100.0,100.0,95.0,88.0,100.0,92.0,35.0,41.0,94.0,74.0,77.0,44.0,67.0
VLW,69.0,80.0,85.0,100.0,91.0,83.0,100.0,100.0,100.0,100.0,100.0,98.0,100.0
VPD,42.0,70.0,55.0,44.0,39.0,35.0,30.0,35.0,37.0,65.0,54.0,38.0,46.0
VSH,42.0,23.0,24.0,39.0,25.0,0.0,31.0,5.0,0.0,15.0,46.0,33.0,41.0
XMP,,,,,,,,,,,,,34.0
